Local time in Surabaya,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
21.01.2024 01:00,27.2,756.1,756.4,-0.9,82,Wind blowing from the west,1,,,60%., ,,,,,Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,Altostratus opacus or Nimbostratus.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",8,23.9,,,,,,
20.01.2024 22:00,28.4,757,757.3,0.6,80,Wind blowing from the north,2,,,70 – 80%., ,,,,,Stratocumulus cumulogenitus.,40%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",9,24.6,,,,,,
20.01.2024 19:00,28,756.4,756.7,2.1,76,Wind blowing from the south-east,2,,,100%., ,,,,33.8,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,Altostratus opacus or Nimbostratus.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",9,23.3,,,,,,
20.01.2024 16:00,32,754.3,754.6,-0.9,67,Wind blowing from the north-west,5,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",11,25,,,,,,
20.01.2024 13:00,33.5,755.2,755.5,-1.4,59,Wind blowing from the west-northwest,2,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11,24.3,,,,,,
20.01.2024 10:00,32.7,756.6,756.9,-0.1,60,Wind blowing from the west,2,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,23.9,,,,,,
20.01.2024 07:00,26.5,756.7,757,1.5,83,"Calm, no wind",0,,,70 – 80%.,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,26.2,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9,23.3,0.4,24,,,,
20.01.2024 04:00,26.2,755.2,755.5,-0.9,85,Wind blowing from the west,2,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,23.4,,,,,,
20.01.2024 01:00,26.2,756.1,756.4,-1,89,"Calm, no wind",0,,,50%.,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,24.3,0.2,6,,,,
19.01.2024 22:00,26.8,757.1,757.4,0.5,86,"Calm, no wind",0,,,50%.,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,24.3,0.2,3,,,,
19.01.2024 19:00,26.6,756.6,757,1.7,88,"Calm, no wind",0,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,32.2,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altostratus opacus or Nimbostratus.,,6,24.4,0.2,6,,,,
19.01.2024 16:00,27.4,754.9,755.2,0.3,77,Wind blowing from the west-northwest,3,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altostratus opacus or Nimbostratus.,,10,23,,,,,,
19.01.2024 13:00,32.2,754.6,754.9,-1.6,69,Wind blowing from the west-northwest,4,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.8,,,,,,
19.01.2024 10:00,29.5,756.2,756.6,0.3,78,Wind blowing from the north-west,2,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.2,,,,,,
19.01.2024 07:00,26.4,755.9,756.3,1.4,86,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,25.5,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9,23.9,22,24,,,,
19.01.2024 04:00,25.8,754.5,754.9,-0.7,89,"Calm, no wind",0,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,23.9,,,,,,
19.01.2024 01:00,26,755.2,755.5,-1,92,"Calm, no wind",0,,,70 – 80%.,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,24.6,0.4,6,,,,
18.01.2024 22:00,26.4,756.2,756.6,0.3,89,Wind blowing from the west,2,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,24.5,0.4,3,,,,
18.01.2024 19:00,26.6,755.9,756.3,1.6,93,Wind blowing from the west-northwest,1,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Thunderstorm(s) with or without precipitation.,Rain.,,33.8,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,Altostratus opacus or Nimbostratus.,,6,25.3,22,6,,,,
18.01.2024 16:00,26.5,754.3,754.6,-0.1,93,Wind blowing from the north-west,3,,,100%.,Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ,Thunderstorm(s) with or without precipitation.,Rain.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,Altostratus opacus or Nimbostratus.,,8,25.2,19,3,,,,
18.01.2024 13:00,33,754.4,754.7,-1.7,64,Wind blowing from the west-northwest,4,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11,25.4,,,,,,
18.01.2024 10:00,30.2,756.1,756.4,-0.3,74,Wind blowing from the west-northwest,4,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.1,,,,,,
18.01.2024 07:00,26.2,756.4,756.7,1.2,91,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,25.2,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9,24.6,1,24,,,,
18.01.2024 04:00,25.6,755.2,755.5,-0.1,92,"Calm, no wind",0,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,24.2,,,,,,
18.01.2024 01:00,26,755.3,755.6,-1.6,91,Wind blowing from the west-northwest,2,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,24.4,,,,,,
17.01.2024 22:00,26,756.9,757.3,1.4,91,Wind blowing from the south-southwest,1,,,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,24.4,0.4,3,,,,
17.01.2024 19:00,25.9,755.5,755.8,1,91,Wind blowing from the west,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Thunderstorm(s) with or without precipitation.,Rain.,,31.8,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,Altostratus opacus or Nimbostratus.,,7,24.4,1,6,,,,
17.01.2024 16:00,28.6,754.5,754.9,-0.2,79,Wind blowing from the south,4,,,100%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,Altostratus opacus or Nimbostratus.,,9,24.5,,,,,,
17.01.2024 13:00,31.6,754.7,755,-1.8,72,Wind blowing from the north-west,6,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,26,,,,,,
17.01.2024 10:00,29.4,756.5,756.8,0.4,79,Wind blowing from the north-northwest,5,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altostratus opacus or Nimbostratus.,,8,25.4,,,,,,
17.01.2024 07:00,27,756.1,756.4,1,94,"Calm, no wind",0,,,100%., ,,,25.2,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,Altostratus opacus or Nimbostratus.,,8,25.9,75,24,,,,
17.01.2024 04:00,26.4,755.1,755.4,-0.6,96,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,Stratocumulus cumulogenitus.,20–30%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",8,25.7,,,,,,
17.01.2024 01:00,27,755.7,756,-1.3,94,Wind blowing from the west,1,,,100%.,State of sky on the whole unchanged. ,Thunderstorm(s) with or without precipitation.,Rain.,,,Stratocumulus cumulogenitus.,40%.,600-1000,Altostratus opacus or Nimbostratus.,,8,25.9,75,6,,,,
16.01.2024 22:00,26.8,757,757.3,1.3,94,Wind blowing from the west-northwest,2,,,100%.,Thunderstorm (with or without precipitation). ,Thunderstorm(s) with or without precipitation.,Rain.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,Altostratus opacus or Nimbostratus.,,8,25.7,75,3,,,,
16.01.2024 19:00,30.4,755.7,756,1.3,76,Wind blowing from the north,2,,,"90  or more, but not 100%", ,,,,34.2,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9,25.6,,,,,,
16.01.2024 16:00,31.4,754.4,754.7,-0.5,72,Wind blowing from the north-northwest,4,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altostratus translucidus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,25.8,,,,,,
16.01.2024 13:00,33.4,754.9,755.2,-1.2,60,Wind blowing from the east-northeast,4,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,24.5,,,,,,
16.01.2024 10:00,32.2,756.1,756.4,-0.4,61,Wind blowing from the south,3,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,23.8,,,,,,
16.01.2024 07:00,27,756.5,756.9,1.1,85,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,25.8,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,24.3,Trace of precipitation,24,,,,
16.01.2024 04:00,26.2,755.4,755.8,-0.3,91,"Calm, no wind",0,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7,24.6,,,,,,
16.01.2024 01:00,26.6,755.7,756,-0.8,89,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",50%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7,24.7,,,,,,
15.01.2024 22:00,27,756.5,756.8,0.1,87,Wind blowing from the east-southeast,1,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",50%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7,24.7,,,,,,
15.01.2024 19:00,27,756.4,756.7,2.1,84,Wind blowing from the south-southeast,4,,,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,33.8,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7,24,Trace of precipitation,6,,,,
15.01.2024 16:00,32.2,754.3,754.6,-0.6,68,Wind blowing from the north-northwest,5,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.5,,,,,,
15.01.2024 13:00,32.8,754.9,755.2,-2.1,64,Wind blowing from the north-east,1,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11,25,,,,,,
15.01.2024 10:00,31.2,757,757.3,0.3,68,Wind blowing from the north-west,3,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,24.7,,,,,,
15.01.2024 07:00,28,756.7,757,0.9,81,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,27.5,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,24.5,,,,,,
15.01.2024 04:00,27.7,755.8,756.1,0.4,80,"Calm, no wind",0,,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 – 80%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",8,24,,,,,,
15.01.2024 01:00,28.4,755.4,755.8,-1.1,74,Wind blowing from the west,3,,,70 – 80%.,"Lightning visible, no thunder heard. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","10%  or less, but not 0",600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,23.3,,,,,,
14.01.2024 22:00,30.2,756.5,756.9,1.1,76,Wind blowing from the west-northwest,4,,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 – 80%.,"2500 or more, or no clouds.",Altostratus opacus or Nimbostratus.,"No Cirrus, Cirrocumulus or Cirrostratus.",8,25.4,,,,,,
14.01.2024 19:00,31,755.4,755.7,1.6,73,Wind blowing from the north-northwest,3,,,50%., ,,,,35,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus opacus or Nimbostratus.,"No Cirrus, Cirrocumulus or Cirrostratus.",8,25.5,,,,,,
14.01.2024 16:00,34.6,753.8,754.2,-1.1,53,Wind blowing from the north-west,5,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12,23.6,,,,,,
14.01.2024 13:00,34,754.9,755.2,-1.7,53,Wind blowing from the north-northeast,3,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12,23.1,,,,,,
14.01.2024 10:00,32.4,756.6,756.9,-0.7,57,Wind blowing from the south-east,3,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,22.9,,,,,,
14.01.2024 07:00,29,757.3,757.6,1.6,68,Wind blowing from the south-east,2,,,70 – 80%., ,,,26.8,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,22.6,,,,,,
14.01.2024 04:00,28.2,755.7,756,-0.2,77,"Calm, no wind",0,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7,23.8,,,,,,
14.01.2024 01:00,27.5,755.9,756.2,-0.7,82,Wind blowing from the west-northwest,2,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altostratus opacus or Nimbostratus.,,7,24.1,,,,,,
13.01.2024 22:00,30.2,756.6,756.9,1.1,67,Wind blowing from the east,2,,,70 – 80%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,23.5,,,,,,
13.01.2024 19:00,31.2,755.5,755.8,2.2,75,Wind blowing from the east-northeast,2,,,70 – 80%., ,,,,35.6,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9,26.2,,,,,,
13.01.2024 16:00,34.9,753.3,753.7,-1.3,54,Wind blowing from the west-northwest,5,,,70 – 80%.,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,24.3,,,,,,
13.01.2024 13:00,35.1,754.6,754.9,-1.5,53,Wind blowing from the west-northwest,6,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,24.2,,,,,,
13.01.2024 10:00,33.2,756.1,756.4,0,58,Wind blowing from the east-southeast,5,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12,23.8,,,,,,
13.01.2024 07:00,27,756.1,756.4,1,78,Wind blowing from the west-southwest,2,,,20–30%., ,,,26,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,22.8,0.2,24,,,,
13.01.2024 04:00,27,755.1,755.3,-0.3,78,"Calm, no wind",0,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,"2500 or more, or no clouds.",Altostratus translucidus.,"No Cirrus, Cirrocumulus or Cirrostratus.",8,22.8,,,,,,
13.01.2024 01:00,28.4,755.4,755.7,-0.8,76,Wind blowing from the south-southwest,1,,,60%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,"2500 or more, or no clouds.",Altostratus translucidus.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",8,23.7,,,,,,
12.01.2024 22:00,29.6,756.2,756.5,0.9,78,Wind blowing from the west,1,,,"90  or more, but not 100%", ,,,,,Stratocumulus cumulogenitus.,20–30%.,600-1000,Altostratus translucidus.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",9,25.3,,,,,,
12.01.2024 19:00,30.4,755.3,755.6,1.3,77,Wind blowing from the east,2,,,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,35.8,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",40%.,300-600,Altocumulus cumulogenitus (or cumulonimbogenitus).,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",9,25.9,0.2,6,,,,
12.01.2024 16:00,34.4,754,754.3,-0.7,56,Wind blowing from the west-northwest,3,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",11,24.5,,,,,,
12.01.2024 13:00,34.6,754.7,755,-1.5,54,Wind blowing from the west,2,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11,23.9,,,,,,
12.01.2024 10:00,32.9,756.2,756.5,-0.3,61,Wind blowing from the south-east,2,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,24.3,,,,,,
12.01.2024 07:00,27.3,756.5,756.8,1.5,86,"Calm, no wind",0,,,60%., ,,,26,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9,24.7,,,,,,
12.01.2024 04:00,26.4,755,755.3,-1,91,"Calm, no wind",0,,,50%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,"2500 or more, or no clouds.",Altostratus translucidus.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",8,24.8,,,,,,
12.01.2024 01:00,27,756,756.3,-1.2,88,Wind blowing from the west-southwest,1,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",8,24.8,,,,,,
