Local time in Surabaya,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
11.09.2021 19:00,28.2,757.9,758.2,1.8,77,Wind blowing from the south-southeast,8,,,100%., ,,,,33.4,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,Altostratus translucidus.,,9.0,23.8,,,,,,
11.09.2021 16:00,29.0,756.1,756.5,-0.3,72,Wind blowing from the north,2,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,Altostratus opacus or Nimbostratus.,,10.0,23.5,,,,,,
11.09.2021 13:00,32.7,756.4,756.7,-1.8,55,Wind blowing from the east-northeast,4,,,100%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,22.4,,,,,,
11.09.2021 10:00,32.6,758.2,758.5,0.3,55,Wind blowing from the south-east,4,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,22.4,,,,,,
11.09.2021 07:00,27.7,757.9,758.2,1.2,79,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,26.3,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,23.7,,,,,,
11.09.2021 04:00,27.6,756.7,756.9,-0.7,78,"Calm, no wind",0,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.5,,,,,,
11.09.2021 01:00,28.6,757.4,757.7,-0.8,75,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",8.0,23.7,,,,,,
10.09.2021 22:00,29.2,758.2,758.4,0.9,72,Wind blowing from the east-southeast,2,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.7,,,,,,
10.09.2021 19:00,30.4,757.3,757.6,1.9,66,Wind blowing from the east-southeast,3,,,"90  or more, but not 100%", ,,,,35.5,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,23.3,,,,,,
10.09.2021 16:00,32.8,755.4,756.1,-1.4,52,Wind blowing from the south-east,2,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,21.7,,,,,,
10.09.2021 13:00,35.4,756.8,757.2,-1.9,43,Wind blowing from the south,3,,,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,20.9,,,,,,
10.09.2021 10:00,33.4,758.7,759.0,-0.6,49,Wind blowing from the east-southeast,4,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,21.4,,,,,,
10.09.2021 07:00,27.4,759.3,759.6,1.2,73,"Calm, no wind",0,,,60%., ,,,25.8,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,22.1,,,,,,
10.09.2021 04:00,26.6,758.1,758.5,-0.2,75,"Calm, no wind",0,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,21.8,,,,,,
10.09.2021 01:00,28.0,758.3,758.6,-0.7,78,"Calm, no wind",0,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,23.9,,,,,,
09.09.2021 22:00,29.0,759.0,759.3,1.2,70,Wind blowing from the east-southeast,4,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,22.9,,,,,,
09.09.2021 19:00,30.2,757.8,758.1,1.7,61,Wind blowing from the east-southeast,3,,,20–30%., ,,,,35.2,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,21.8,,,,,,
09.09.2021 16:00,32.2,756.1,756.5,-0.9,44,Wind blowing from the south-east,6,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,18.6,,,,,,
09.09.2021 13:00,34.4,757.0,757.3,-1.5,44,Wind blowing from the east-northeast,6,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12.0,20.6,,,,,,
09.09.2021 10:00,33.2,758.5,758.8,-0.3,41,Wind blowing from the east,6,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,18.4,,,,,,
09.09.2021 07:00,25.4,758.8,759.2,0.6,79,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,25.2,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,21.4,,,,,,
09.09.2021 04:00,25.9,758.2,758.6,-0.2,77,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,8.0,21.5,,,,,,
09.09.2021 01:00,26.8,758.4,758.7,0.0,73,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,8.0,21.6,,,,,,
08.09.2021 22:00,28.5,758.4,758.7,1.2,70,Wind blowing from the east-southeast,2,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",8.0,22.5,,,,,,
08.09.2021 19:00,29.9,757.2,757.6,1.6,67,Wind blowing from the east,6,,,40%., ,,,,35.5,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",8.0,23.2,,,,,,
08.09.2021 16:00,31.8,755.6,755.9,-0.8,48,Wind blowing from the east,4,,,20–30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",12.0,19.5,,,,,,
08.09.2021 13:00,35.0,756.4,756.7,-1.8,42,Wind blowing from the east,6,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12.0,20.2,,,,,,
08.09.2021 10:00,33.8,758.2,758.4,0.2,48,Wind blowing from the east-southeast,4,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,21.2,,,,,,
08.09.2021 07:00,26.0,758.0,758.3,1.0,82,"Calm, no wind",0,,,50%., ,,,26.0,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,22.7,,,,,,
08.09.2021 04:00,26.4,757.0,757.3,-0.6,81,"Calm, no wind",0,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,22.8,,,,,,
08.09.2021 01:00,27.6,757.6,757.9,-0.3,77,Wind blowing from the south-west,1,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.3,,,,,,
07.09.2021 22:00,29.0,757.9,758.2,0.6,72,Wind blowing from the east-southeast,5,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,23.5,,,,,,
07.09.2021 19:00,29.9,757.3,757.7,1.5,68,Wind blowing from the east-southeast,5,,,40%., ,,,,36.3,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,23.3,,,,,,
07.09.2021 16:00,33.8,755.8,756.1,-0.9,49,Wind blowing from the east,4,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,21.6,,,,,,
07.09.2021 13:00,36.2,756.7,757.0,-2.2,42,Wind blowing from the east,4,,,no clouds, ,,,,,,,,,,12.0,21.5,,,,,,
07.09.2021 10:00,30.9,758.9,759.2,-0.5,64,"Calm, no wind",0,,,40%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,23.4,,,,,,
07.09.2021 07:00,26.2,759.4,759.7,1.4,84,"Calm, no wind",0,,,40%., ,,,25.8,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,23.3,,,,,,
07.09.2021 04:00,27.2,758.0,758.3,-0.3,82,"Calm, no wind",0,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altostratus translucidus.,"No Cirrus, Cirrocumulus or Cirrostratus.",9.0,23.9,,,,,,
07.09.2021 01:00,28.3,758.3,758.6,-0.6,77,Wind blowing from the east,1,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"No Cirrus, Cirrocumulus or Cirrostratus.",9.0,23.9,,,,,,
06.09.2021 22:00,29.1,758.9,759.2,1.5,74,"Calm, no wind",0,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,23.9,,,,,,
06.09.2021 19:00,29.9,757.4,757.7,1.2,72,Wind blowing from the east-southeast,5,,,50%., ,,,,36.4,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,24.2,,,,,,
06.09.2021 16:00,32.9,756.2,756.5,-0.8,54,Wind blowing from the east,4,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,22.4,,,,,,
06.09.2021 13:00,35.0,757.0,757.3,-2.2,47,Wind blowing from the south-east,4,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,22.0,,,,,,
06.09.2021 10:00,33.2,759.2,759.6,0.3,51,Wind blowing from the east,5,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,21.8,,,,,,
06.09.2021 07:00,26.5,758.9,759.3,1.0,79,Wind blowing from the south-southwest,2,,,70 – 80%., ,,,25.4,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,22.6,,,,,,
06.09.2021 04:00,26.2,757.9,758.2,-0.5,81,Wind blowing from the south,1,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8.0,22.6,,,,,,
06.09.2021 01:00,27.6,758.4,758.6,-0.1,77,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.2,,,,,,
05.09.2021 22:00,28.8,758.5,758.8,0.9,78,Wind blowing from the east-southeast,2,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8.0,24.5,,,,,,
05.09.2021 19:00,29.6,757.6,757.9,1.6,73,Wind blowing from the east-southeast,4,,,60%., ,,,,34.5,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",9.0,24.2,,,,,,
05.09.2021 16:00,32.8,756.0,756.3,-1.0,53,Wind blowing from the east-southeast,4,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,22.0,,,,,,
05.09.2021 13:00,33.9,757.0,757.3,-1.5,52,Wind blowing from the east-southeast,3,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,22.8,,,,,,
05.09.2021 10:00,30.7,758.5,758.8,0.3,62,Wind blowing from the east-northeast,2,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,22.7,,,,,,
05.09.2021 07:00,25.9,758.2,758.6,1.2,79,"Calm, no wind",0,,,50%., ,,,25.1,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,22.0,,,,,,
05.09.2021 04:00,26.2,757.0,757.4,-0.6,76,"Calm, no wind",0,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,21.7,,,,,,
05.09.2021 01:00,27.4,757.6,757.9,-1.1,70,"Calm, no wind",0,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,21.5,,,,,,
04.09.2021 22:00,29.0,758.7,759.0,1.4,67,"Calm, no wind",0,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,22.3,,,,,,
04.09.2021 19:00,30.2,757.3,757.6,1.8,68,Wind blowing from the east,2,,,50%., ,,,,34.4,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.6,,,,,,
04.09.2021 16:00,33.2,755.5,755.8,-1.2,50,Wind blowing from the east-southeast,3,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,21.5,,,,,,
04.09.2021 13:00,34.4,756.7,757.0,-1.4,47,Wind blowing from the north-west,2,,,60%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,21.6,,,,,,
04.09.2021 10:00,30.2,758.1,758.4,0.1,63,Wind blowing from the west-northwest,2,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,22.3,,,,,,
04.09.2021 07:00,25.4,758.0,758.2,0.8,78,Wind blowing from the west-northwest,2,,,50%., ,,,24.6,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,21.3,,,,,,
04.09.2021 04:00,25.4,757.2,757.5,-0.2,77,"Calm, no wind",0,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,21.1,,,,,,
04.09.2021 01:00,26.4,757.4,757.8,-0.5,74,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,21.3,,,,,,
03.09.2021 22:00,27.6,757.9,758.2,1.4,70,"Calm, no wind",0,,,60%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,21.7,,,,,,
03.09.2021 19:00,30.2,756.5,756.9,1.0,68,Wind blowing from the south-east,2,,,60%., ,,,,34.8,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,23.6,,,,,,
03.09.2021 16:00,32.8,755.5,755.8,-0.7,47,Wind blowing from the east-northeast,5,,,60%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%.,"2500 or more, or no clouds.","Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,20.0,,,,,,
03.09.2021 13:00,34.2,756.2,756.5,-2.0,46,Wind blowing from the south-east,4,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,21.1,,,,,,
03.09.2021 10:00,30.6,758.2,758.6,0.1,59,Wind blowing from the north-northeast,3,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,21.7,,,,,,
03.09.2021 07:00,26.0,758.1,758.5,0.8,79,"Calm, no wind",0,,,20–30%., ,,,24.8,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,22.1,,,,,,
03.09.2021 04:00,25.4,757.3,757.6,-0.3,76,"Calm, no wind",0,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,20.8,,,,,,
03.09.2021 01:00,26.6,757.6,758.0,-0.7,72,"Calm, no wind",0,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,21.2,,,,,,
02.09.2021 22:00,28.0,758.3,758.6,1.4,73,"Calm, no wind",0,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,22.7,,,,,,
02.09.2021 19:00,30.0,756.9,757.2,1.4,65,Wind blowing from the east-southeast,2,,,20–30%., ,,,,35.6,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,22.8,,,,,,
02.09.2021 16:00,33.6,755.5,755.8,,42,Wind blowing from the east-southeast,6,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,19.0,,,,,,
02.09.2021 13:00,34.4,756.7,757.0,-2.1,42,Wind blowing from the south-east,4,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,19.6,,,,,,
02.09.2021 10:00,30.4,758.8,759.1,0.0,61,Wind blowing from the north-northwest,3,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,22.0,,,,,,
02.09.2021 07:00,26.2,758.8,759.1,0.7,78,"Calm, no wind",0,,,20–30%., ,,,25.0,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,22.0,,,,,,
02.09.2021 04:00,26.0,758.1,758.4,-0.3,78,Wind blowing from the north-west,1,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,21.8,,,,,,
02.09.2021 01:00,26.8,758.4,758.7,-0.6,76,Wind blowing from the south-west,1,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,22.3,,,,,,
01.09.2021 22:00,28.6,759.0,759.3,1.5,75,Wind blowing from the south-east,1,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8.0,23.7,,,,,,
01.09.2021 19:00,30.2,757.5,757.8,1.6,63,Wind blowing from the east,2,,,20–30%., ,,,,35.8,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,22.4,,,,,,
01.09.2021 16:00,33.6,755.9,756.2,-0.6,41,Wind blowing from the east,5,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",11.0,18.6,,,,,,
